point,algorithm,time,coverage,length,rotation
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,210,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,220,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,230,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,240,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,250,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,260,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,270,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,280,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,290,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,300,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,310,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,320,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,330,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,340,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,350,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,360,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,370,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,380,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,390,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,0,0,0,0
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,10,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,20,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,30,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,40,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,50,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,60,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,70,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,80,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,90,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,100,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,110,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,120,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,130,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,140,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,150,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,160,20.68,570,639
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.8,170,20.68,570,639
